vem_id,merc_id,date,daily_quantity,merc_brand_code,merc_type_code,machine_type,capacity,scene_code,city_name,merc_sale_price,max_temperature,min_temperature,weather,wind_level,event_name,is_offday,coupon_amount,discount_quantity,is_available,stockout_flag,outage_flag,suspension_flag
VEM0001,MERC00001,2025-01-21,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,23.61,18.23,多云,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-01-22,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,22.73,16.82,小雨,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-01-23,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,20.91,15.14,晴,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-01-24,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,24.5,18.98,小雨,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-01-25,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,22.68,16.13,多云,2,无,1,0.0,0,1,1,0,0
VEM0001,MERC00001,2025-01-26,5.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,21.29,14.02,多云,4,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-01-27,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,24.05,17.83,晴,4,节假日,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-01-28,6.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,24.15,16.93,多云,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-01-29,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,23.86,18.21,晴,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-01-30,7.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,20.03,11.18,晴,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-01-31,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,21.0,12.39,多云,3,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-01,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,23.28,15.95,晴,2,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-02,4.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,20.76,15.08,小雨,1,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-03,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,27.92,20.95,晴,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-04,5.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.01,17.43,小雨,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-05,13.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,22.71,16.79,晴,1,节假日,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-06,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,23.6,17.58,小雨,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-07,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,24.71,18.45,晴,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-08,10.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,27.85,19.53,阴,2,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-09,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,23.99,18.94,晴,3,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-10,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,23.75,15.89,晴,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-11,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,24.12,16.9,小雨,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-12,9.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,21.52,13.39,小雨,4,节假日,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-13,6.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,23.71,17.21,小雨,3,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-14,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,31.39,26.12,晴,3,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-15,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,22.09,17.01,多云,1,节假日,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-16,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,25.24,16.83,晴,4,节假日,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-17,6.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,22.91,14.57,小雨,3,节假日,0,1.0,1,1,0,0,0
VEM0001,MERC00001,2025-02-18,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,25.59,17.47,晴,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-19,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,21.72,15.05,阴,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-20,11.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.98,20.05,晴,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-21,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,23.21,15.43,晴,3,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-22,7.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,23.33,15.13,多云,1,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-23,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,28.56,21.27,晴,1,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-24,6.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,22.64,17.29,晴,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-25,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,25.89,20.26,小雨,2,无,0,1.0,1,1,0,0,0
VEM0001,MERC00001,2025-02-26,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,28.17,21.66,多云,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-27,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.64,19.83,晴,3,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-02-28,9.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,21.42,12.9,小雨,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-01,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,25.04,19.47,多云,1,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-02,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,23.82,17.87,晴,2,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-03,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,29.74,22.22,多云,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-04,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,27.7,20.24,多云,3,节假日,0,1.0,1,1,0,0,0
VEM0001,MERC00001,2025-03-05,10.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.5,19.21,晴,4,无,0,1.0,1,1,0,0,0
VEM0001,MERC00001,2025-03-06,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.71,20.09,多云,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-07,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,25.24,19.37,多云,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-08,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.25,18.65,多云,4,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-09,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,27.41,18.73,晴,3,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-10,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,29.66,24.44,小雨,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-11,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,29.31,21.9,多云,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-12,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.74,19.18,多云,1,节假日,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-13,13.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,30.39,24.83,晴,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-14,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.52,21.35,小雨,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-15,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,27.17,19.49,小雨,3,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-16,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,32.09,25.07,晴,4,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-17,7.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,27.77,22.06,晴,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-18,13.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,28.28,20.46,阴,3,无,0,2.0,1,1,0,0,0
VEM0001,MERC00001,2025-03-19,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,25.38,19.93,多云,4,无,0,0.0,0,1,0,0,0
